OPE ID,School,State,Zip Code,School Type,PROCESSED IN Q2 Dependent Students,PROCESSED IN Q2 Independent Students,PROCESSED IN Q2 Quarterly Total,AWARD YEAR TO DATE Dependent Students,AWARD YEAR TO DATE Independent Students,AWARD YEAR TO DATE Award Year To Date Total
383200,ALVERNO COLLEGE                         ,WI,53234-3922,Private      ,256,490,746,"1,039",839,"1,878"
383500,BELOIT COLLEGE                          ,WI,53511-5595,Private      ,374,36,410,"1,614",84,"1,698"
383700,CARDINAL STRITCH UNIVERSITY             ,WI,53217-9884,Private      ,204,228,432,877,383,"1,260"
383800,CARROLL UNIVERSITY                      ,WI,53186-5593,Private      ,"1,011",342,"1,353","3,394",631,"4,025"
383900,CARTHAGE COLLEGE                        ,WI,53141-0000,Private      ,978,115,"1,093","4,772",252,"5,024"
384000,WESTERN TECHNICAL COLLEGE               ,WI,54601-0908,Public       ,403,422,825,880,667,"1,547"
384200,CONCORDIA UNIVERSITY                    ,WI,53097-2402,Private      ,693,621,"1,314","2,906","1,228","4,134"
384800,EDGEWOOD COLLEGE                        ,WI,53711-1958,Private      ,355,218,573,"1,450",432,"1,882"
385400,LAKELAND UNIVERSITY                     ,WI,53073-4878,Private      ,401,303,704,"1,040",452,"1,492"
385600,LAWRENCE UNIVERSITY                     ,WI,54912-0599,Private      ,621,49,670,"2,369",98,"2,467"
386100,MARIAN UNIVERSITY                       ,WI,54935-4699,Private      ,253,168,421,791,293,"1,084"
386300,MARQUETTE UNIVERSITY                    ,WI,53201-1881,Private      ,"2,611","1,317","3,928","13,630","3,229","16,859"
386600,MILWAUKEE AREA TECH COLLEGE             ,WI,53233-1443,Public       ,"1,605","2,651","4,256","3,871","4,738","8,609"
386800,MILWAUKEE SCHOOL OF ENGINEERING         ,WI,53202-3109,Private      ,831,170,"1,001","3,951",330,"4,281"
386900,MOUNT MARY UNIVERSITY                   ,WI,53222-4597,Private      ,238,256,494,"1,067",588,"1,655"
387400,NASHOTAH HOUSE                          ,WI,53058-0000,Private      ,0,20,20,0,22,22
387500,NORTHLAND COLLEGE                       ,WI,54806-3999,Private      ,192,26,218,478,48,526
388400,RIPON COLLEGE                           ,WI,54971-0248,Private      ,359,22,381,"1,248",46,"1,294"
389200,ST. NORBERT COLLEGE                     ,WI,54115-2099,Private      ,542,33,575,"2,512",74,"2,586"
389500,UNIVERSITY OF WISCONSIN-MADISON         ,WI,53715-1382,Public       ,"7,427","2,778","10,205","48,427","7,506","55,933"
389600,UNIVERSITY OF WISCONSIN-MILWAUKEE       ,WI,53201-3165,Public       ,"4,167","2,173","6,340","14,499","4,308","18,807"
389900,UNIVERSITY OF WISCONSIN - GREEN BAY     ,WI,54311-7001,Public       ,"1,720",979,"2,699","4,996","1,527","6,523"
391100,VITERBO UNIVERSITY                      ,WI,54601-4777,Private      ,418,286,704,"1,212",424,"1,636"
391500,UNIVERSITY OF WISCONSIN-STOUT           ,WI,54751-0790,Public       ,"1,716",455,"2,171","4,788",702,"5,490"
391700,UNIVERSITY OF WISCONSIN-EAU CLAIRE      ,WI,54702-4004,Public       ,"2,941",452,"3,393","9,592",767,"10,359"
391900,UNIVERSITY OF WISCONSIN-LA CROSSE       ,WI,54601-3742,Public       ,"2,656",451,"3,107","9,359",849,"10,208"
392000,UNIVERSITY OF WISCONSIN-OSHKOSH         ,WI,54901-8604,Public       ,"1,922",642,"2,564","6,615","1,218","7,833"
392100,UNIVERSITY OF WISCONSIN-PLATTEVILLE     ,WI,53818-3099,Public       ,"1,682",239,"1,921","5,707",428,"6,135"
392300,UNIVERSITY OF WISCONSIN-RIVER FALLS     ,WI,54022-5013,Public       ,"1,340",241,"1,581","3,833",388,"4,221"
392400,UNIVERSITY OF WISCONSIN - STEVENS POINT ,WI,54481-3897,Public       ,"2,255",606,"2,861","7,167",990,"8,157"
392500,UNIVERSITY OF WISCONSIN-SUPERIOR        ,WI,54880-2898,Public       ,428,452,880,"1,119",636,"1,755"
392600,UNIVERSITY OF WISCONSIN - WHITEWATER    ,WI,53190-1792,Public       ,"2,523",681,"3,204","9,530","1,606","11,136"
400700,MADISON AREA TECHNICAL COLLEGE          ,WI,53704-2599,Public       ,980,"1,218","2,198","2,567","2,034","4,601"
501500,UNIVERSITY OF WISCONSIN-PARKSIDE        ,WI,53141-2000,Public       ,754,494,"1,248","2,497",899,"3,396"
529400,WAUKESHA COUNTY TECHNICAL COLLEGE       ,WI,53072-4696,Public       ,346,435,781,776,725,"1,501"
530100,NORTHEAST WISCONSIN TECHNICAL COLLEGE   ,WI,54307-9042,Public       ,600,759,"1,359","1,344","1,399","2,743"
530400,CHIPPEWA VALLEY TECHNICAL COLLEGE       ,WI,54701-6162,Public       ,548,624,"1,172","1,137",945,"2,082"
538000,MID-STATE TECHNICAL COLLEGE             ,WI,54494-5512,Public       ,151,278,429,314,456,770
538400,NICOLET AREA TECHNICAL COLLEGE          ,WI,54501-0000,Public       ,65,112,177,139,194,333
538700,NORTHCENTRAL TECHNICAL COLLEGE          ,WI,54401-1899,Public       ,325,464,789,602,689,"1,291"
538900,GATEWAY TECHNICAL COLLEGE               ,WI,53144-1690,Public       ,468,864,"1,332","1,078","1,613","2,691"
539000,BLACKHAWK TECHNICAL COLLEGE             ,WI,53547-5009,Public       ,256,430,686,584,772,"1,356"
663900,BELLIN COLLEGE                          ,WI,54305-0000,Private      ,74,78,152,309,172,481
766900,SOUTHWEST WISCONSIN TECH COLLEGE        ,WI,53809-0000,Public       ,202,207,409,443,340,783
869405,RASMUSSEN UNIVERSITY - WAUSAU           ,WI,54401-7804,Proprietary  ,14,135,149,31,190,221
869414,RASMUSSEN UNIVERSITY - GREEN BAY        ,WI,54303-2349,Proprietary  ,26,190,216,47,274,321
919400,LAKESHORE TECHNICAL COLLEGE             ,WI,53015-1412,Public       ,162,275,437,305,422,727
925600,MORAINE PARK TECHNICAL COLLEGE          ,WI,54936-0000,Public       ,206,367,573,483,697,"1,180"
941900,STATE CLG OF BEAUTY CULT-WAUSAU         ,WI,54403-4667,Proprietary  ,7,11,18,16,16,32
962100,HERZING UNIVERSITY                      ,WI,53718-4236,Private      ,465,"4,760","5,225",823,"8,357","9,180"
974400,FOX VALLEY TECHNICAL COLLEGE            ,WI,54913-0000,Public       ,590,681,"1,271","1,386","1,190","2,576"
1148400,ADVANCED INSTITUTE OF HAIR DESIGN       ,WI,53228-3821,Proprietary  ,17,14,31,36,21,57
1182400,NORTHWOOD TECHNICAL COLLEGE             ,WI,54871-9300,Public       ,192,333,525,362,526,888
2077100,MILWAUKEE INST OF ART & DESIGN          ,WI,53202-0000,Private      ,520,86,606,"1,323",147,"1,470"
2136600,WISCONSIN LUTHERAN COLLEGE              ,WI,53226-0000,Private      ,482,56,538,"1,489",103,"1,592"
2271300,WI SCH OF PROFESSIONAL PSYCHOLOGY       ,WI,53225-0000,Private      ,13,56,69,29,89,118
2317200,MARANATHA BAPTIST UNIVERSITY            ,WI,53094-7638,Private      ,155,38,193,306,75,381
2453500,MEDICAL COLLEGE OF WISCONSIN            ,WI,53226-0000,Private      ,56,752,808,179,"1,487","1,666"
2532200,LAC COURTE OREILLES OJIBWA CMTY CLG     ,WI,54843-0000,Public       ,7,59,66,11,75,86
3061200,MIDWEST COLLEGE OF ORIENTAL MEDICINE    ,WI,53403-9747,Proprietary  ,10,56,66,18,76,94
3125100,COLLEGE OF MENOMINEE NATION             ,WI,54135-0000,Private      ,9,36,45,15,62,77
3125102,COLLEGE OF  MENOMINEE NATION - GREEN BAY,WI,54304-4964,Private      ,6,20,26,19,40,59
3220300,"PROFESSIONAL HAIR DESIGN ACADEMY, THE   ",WI,54701-7633,Proprietary  ,14,21,35,20,30,50
3808300,INSTITUTE OF BEAUTY AND WELLNESS (AIM)  ,WI,53202-5715,Proprietary  ,98,131,229,190,238,428
3822300,PAUL MITCHELL THE SCHOOL - MADISON      ,WI,53717-0000,Proprietary  ,10,27,37,30,34,64
4117400,MILWAUKEE CAREER COLLEGE                ,WI,53222-4305,Proprietary  ,61,104,165,157,174,331
4118600,TRICOCI UNIVERSITY OF BEAUTY CULTURE    ,WI,53548-3307,Proprietary  ,17,27,44,33,46,79
4138200,SALON PROFESSIONAL ACADEMY (THE)        ,WI,54914-3921,Proprietary  ,24,20,44,44,35,79
4157700,SALON PROFESSIONAL ACADEMY (THE)        ,WI,54650-8699,Proprietary  ,27,11,38,42,21,63
4165300,PAUL MITCHELL THE SCHOOL MILWAUKEE      ,WI,53222-0000,Proprietary  ,14,38,52,32,65,97
4179200,ADVANCED COLLEGE OF COSMETOLOGY         ,WI,53963-0000,Proprietary  ,7,10,17,21,14,35
4182100,FIRST CLASS COSMETOLOGY SCHOOL          ,WI,52511-0000,Proprietary  ,27,35,62,49,59,108
4183600,SALON PROFESSIONAL ACADEMY OF KENOSHA (T,WI,53142-4950,Proprietary  ,19,40,59,29,59,88
4193800,SHEPHERDS COLLEGE                       ,WI,53182-1527,Private      ,24,8,32,40,13,53
4202800,PANACHE ACADEMY OF BEAUTY               ,WI,53940-9700,Proprietary  ,4,7,11,7,10,17
4219300,EAST-WEST HEALING ARTS INSTITUTE        ,WI,53719-1133,Proprietary  ,1,29,30,12,37,49
4231400,BELLA ACADEMY OF COSMETOLOGY            ,WI,54220-5466,Proprietary  ,5,4,9,10,7,17
4237400,WRIGHT GRADUATE UNIVERSITY FOR THE REALI,WI,53121-2556,Private      ,1,11,12,1,14,15
290500,NORTH CAROLINA A&T STATE UNIV           ,NC,27411-0001,Public       ,"7,158","1,783","8,941","32,135","4,582","36,717"
290600,APPALACHIAN STATE UNIVERSITY            ,NC,28608-2059,Public       ,"6,726","1,557","8,283","28,028","3,180","31,208"
290700,UNIVERSITY OF NC ASHEVILLE              ,NC,28804-3299,Public       ,"1,183",302,"1,485","5,083",651,"5,734"
290800,BARTON COLLEGE                          ,NC,27893-3104,Private      ,462,144,606,"1,480",274,"1,754"
291000,BELMONT ABBEY COLLEGE                   ,NC,28012-1802,Private      ,502,116,618,"1,737",240,"1,977"
291100,BENNETT COLLEGE                         ,NC,27401-3239,Private      ,131,92,223,375,177,552
291200,BREVARD COLLEGE                         ,NC,28712-3306,Private      ,322,58,380,"1,126",120,"1,246"
291300,CAMPBELL UNIVERSITY                     ,NC,27506-0036,Private      ,864,"1,124","1,988","3,592","2,101","5,693"
291400,CATAWBA COLLEGE                         ,NC,28144-2488,Private      ,478,121,599,"1,491",256,"1,747"
291500,CENTRAL PIEDMONT COMMUNITY COLLEGE      ,NC,28204-2297,Public       ,"2,130","2,248","4,378","5,494","4,510","10,004"
291600,CHOWAN UNIVERSITY                       ,NC,27855-1850,Private      ,282,77,359,821,155,976
291700,COLLEGE OF THE ALBEMARLE                ,NC,27909-2327,Public       ,192,229,421,404,388,792
291800,DAVIDSON COLLEGE                        ,NC,28035-7157,Private      ,901,86,987,"4,281",196,"4,477"
291900,DAVIDSON-DAVIE COMMUNITY COLLEGE        ,NC,27293-0000,Public       ,417,722,"1,139",821,"1,159","1,980"
292000,DUKE UNIVERSITY                         ,NC,27708-0397,Private      ,"4,868","4,055","8,923","30,689","7,071","37,760"
292300,EAST CAROLINA UNIVERSITY                ,NC,27858-1818,Public       ,"6,611","3,362","9,973","25,478","6,182","31,660"
292600,ELIZABETH CITY STATE UNIVERSITY         ,NC,27909-7806,Public       ,877,355,"1,232","2,897",716,"3,613"
292700,ELON UNIVERSITY                         ,NC,27244-2010,Private      ,"2,069",483,"2,552","12,586","1,060","13,646"
292800,FAYETTEVILLE STATE UNIVERSITY           ,NC,28301-4298,Public       ,"1,523","1,568","3,091","5,439","3,511","8,950"
292900,GARDNER-WEBB UNIVERSITY                 ,NC,28017-0000,Private      ,604,564,"1,168","2,425",995,"3,420"
293000,GREENSBORO COLLEGE                      ,NC,27401-1875,Private      ,613,245,858,"1,506",427,"1,933"
293100,GUILFORD COLLEGE                        ,NC,27410-4171,Private      ,712,266,978,"2,072",500,"2,572"
293300,HIGH POINT UNIVERSITY                   ,NC,27268-2726,Private      ,"2,094",455,"2,549","9,872",921,"10,793"
293400,ISOTHERMAL COMMUNITY COLLEGE            ,NC,28160-0804,Public       ,161,243,404,321,402,723
293600,JOHNSON C SMITH UNIVERSITY              ,NC,28216-5398,Private      ,530,286,816,"1,741",578,"2,319"
293700,KING'S COLLEGE                          ,NC,28204-2435,Proprietary  ,22,61,83,57,108,165
293900,LEES MCRAE COLLEGE                      ,NC,28604-0000,Private      ,378,89,467,"1,339",178,"1,517"
294000,LENOIR COMMUNITY COLLEGE                ,NC,28502-0188,Public       ,193,338,531,519,614,"1,133"
294100,LENOIR-RHYNE UNIVERSITY                 ,NC,28603-0000,Private      ,679,341,"1,020","2,714",607,"3,321"
294200,LIVINGSTONE COLLEGE                     ,NC,28144-5298,Private      ,344,109,453,925,227,"1,152"
294300,LOUISBURG COLLEGE                       ,NC,27549-2398,Private      ,164,39,203,342,70,412
294400,MARS HILL UNIVERSITY                    ,NC,28754-0000,Private      ,410,77,487,"1,183",151,"1,334"
294500,MEREDITH COLLEGE                        ,NC,27607-5298,Private      ,503,188,691,"1,919",368,"2,287"
294600,METHODIST UNIVERSITY                    ,NC,28311-1420,Private      ,567,395,962,"1,453",746,"2,199"
294700,MITCHELL COMMUNITY COLLEGE              ,NC,28677-5264,Public       ,248,290,538,538,497,"1,035"
294800,MONTREAT COLLEGE                        ,NC,28757-1267,Private      ,196,105,301,784,160,944
294900,UNIVERSITY OF MOUNT OLIVE               ,NC,28365-1299,Private      ,429,641,"1,070","1,298",902,"2,200"
295000,NORTH CAROLINA CENTRAL UNIVERSITY       ,NC,27707-3198,Public       ,"3,097","1,660","4,757","11,296","3,927","15,223"
295100,NORTH CAROLINA WESLEYAN COLLEGE         ,NC,27804-8699,Private      ,381,272,653,911,471,"1,382"
295300,WILLIAM PEACE UNIVERSITY                ,NC,27604-1194,Private      ,264,90,354,903,187,"1,090"
295400,UNIV OF NORTH CAROLINA AT PEMBROKE      ,NC,28372-1510,Public       ,"1,448","1,338","2,786","4,717","2,425","7,142"
295500,PFEIFFER UNIVERSITY                     ,NC,28109-0000,Private      ,207,110,317,815,305,"1,120"
295600,CAROLINA UNIVERSITY                     ,NC,27101-5025,Private      ,142,152,294,366,247,613
295700,QUEENS UNIVERSITY OF CHARLOTTE          ,NC,28274-0001,Private      ,640,343,983,"2,627",621,"3,248"
295800,ROCKINGHAM COMMUNITY COLLEGE            ,NC,27375-0000,Public       ,131,171,302,326,383,709
296000,SALEM COLLEGE                           ,NC,27108-0000,Private      ,205,93,298,658,187,845
296100,SANDHILLS COMMUNITY COLLEGE             ,NC,28374-8283,Public       ,403,494,897,773,802,"1,575"
296200,SHAW UNIVERSITY                         ,NC,27601-2393,Private      ,454,201,655,"1,300",417,"1,717"
296300,SOUTHEASTERN BAPTIST THEOLOGICAL SEMINAR,NC,27587-1889,Private      ,65,118,183,144,195,339
296400,SOUTHEASTERN COMMUNITY COLLEGE          ,NC,28472-5422,Public       ,139,184,323,296,355,651
296800,ST AUGUSTINES COLLEGE                   ,NC,27610-2298,Private      ,306,118,424,985,276,"1,261"
297000,SURRY COMMUNITY COLLEGE                 ,NC,27017-0304,Public       ,200,235,435,494,419,913
297200,NORTH CAROLINA STATE UNIV-RALEIGH       ,NC,27695-7001,Public       ,"10,840","3,150","13,990","47,084","6,702","53,786"
297300,GASTON COLLEGE                          ,NC,28034-1499,Public       ,391,657,"1,048","1,023","1,141","2,164"
297400,UNIVERSITY OF N C-CHAPEL HILL           ,NC,27514-0000,Public       ,"8,935","5,193","14,128","53,760","9,770","63,530"
297500,UNIVERSITY OF NC AT CHARLOTTE           ,NC,28223-0001,Public       ,"6,918","2,654","9,572","30,839","6,507","37,346"
297600,UNIVERSITY OF N C - GREENSBORO          ,NC,27412-0001,Public       ,"4,967","2,674","7,641","18,969","5,827","24,796"
297800,WAKE FOREST UNIV - UNDERGRADUATE        ,NC,27109-7246,Private      ,"1,653",155,"1,808","11,304",329,"11,633"
297801,WAKE FOREST UNIV - SCH OF MEDICINE      ,NC,27157-1090,Private      ,40,788,828,265,"1,224","1,489"
297802,WAKE FOREST UNIVERSITY CHARLOTTE CENTER ,NC,28202-2191,Private      ,70,152,222,336,251,587
297803,WAKE FOREST GRAD SCHOOLS OF BUSINESS    ,NC,27109-7659,Private      ,22,161,183,136,246,382
297805,WAKE FOREST UNIV - SCH OF LAW           ,NC,27109-7206,Private      ,9,475,484,58,774,832
297806,WAKE FOREST UNIV - GRAD A&S/DIVINITY    ,NC,27109-7246,Private      ,12,281,293,59,477,536
297900,WARREN WILSON COLLEGE                   ,NC,28815-0000,Private      ,330,96,426,"1,022",181,"1,203"
298000,WAYNE COMMUNITY COLLEGE                 ,NC,27533-0000,Public       ,306,413,719,666,708,"1,374"
298100,WESTERN CAROLINA UNIVERSITY             ,NC,28723-9731,Public       ,"3,223","1,347","4,570","13,815","3,492","17,307"
298200,WESTERN PIEDMONT COMMUNITY COLLEGE      ,NC,28655-4504,Public       ,182,241,423,370,432,802
298300,WILKES COMMUNITY COLLEGE                ,NC,28697-2100,Public       ,271,178,449,626,335,961
298400,UNIVERSITY OF N C-WILMINGTON            ,NC,28403-3297,Public       ,"4,355","1,637","5,992","20,924","3,496","24,420"
298500,WINGATE UNIVERSITY                      ,NC,28174-0159,Private      ,"1,483",593,"2,076","5,189","1,052","6,241"
298600,WINSTON-SALEM STATE UNIVERSITY          ,NC,27102-0000,Public       ,"1,843",836,"2,679","7,935","1,789","9,724"
398100,UNC SCHOOL OF THE ARTS                  ,NC,27127-2188,Public       ,618,183,801,"2,228",312,"2,540"
403300,ASHEVILLE BUNCOMBE TECH CMTY CLG        ,NC,28801-4897,Public       ,428,747,"1,175","1,054","1,269","2,323"
406200,PITT COMMUNITY COLLEGE                  ,NC,28590-0000,Public       ,832,877,"1,709","1,869","1,838","3,707"
483500,CALDWELL COMMUNITY CLG & TECH INST      ,NC,28638-2626,Public       ,360,466,826,861,835,"1,696"
483800,GUILFORD TECHNICAL COMMUNITY CLG        ,NC,27282-0309,Public       ,"1,332","1,879","3,211","2,890","3,312","6,202"
484400,WAKE TECHNICAL COMMUNITY COLLEGE        ,NC,27603-5696,Public       ,"2,455","2,533","4,988","6,039","5,296","11,335"
484500,WILSON COMMUNITY COLLEGE                ,NC,27893-3310,Public       ,112,282,394,262,536,798
493805,"SOUTH COLLEGE - ASHEVILLE, NC           ",NC,28803-0000,Proprietary  ,32,121,153,73,215,288
531600,COASTAL CAROLINA COMMUNITY COLLEGE      ,NC,28546-6816,Public       ,343,661,"1,004",900,"1,145","2,045"
531700,FORSYTH TECHNICAL COMMUNITY COLLEGE     ,NC,27103-5197,Public       ,916,"1,471","2,387","2,122","2,694","4,816"
531800,CATAWBA VALLEY COMMUNITY COLLEGE        ,NC,28602-8302,Public       ,491,516,"1,007","1,168",951,"2,119"
532000,CAPE FEAR COMMUNITY COLLEGE             ,NC,28401-3910,Public       ,866,883,"1,749","2,113","1,576","3,689"
544700,RANDOLPH COMMUNITY COLLEGE              ,NC,27204-1009,Public       ,244,245,489,663,530,"1,193"
544800,DURHAM TECHNICAL CMNTY COLLEGE          ,NC,27703-5023,Public       ,517,"1,041","1,558","1,191","1,810","3,001"
544900,CENTRAL CAROLINA COMMUNITY COLLEGE      ,NC,27330-9000,Public       ,540,583,"1,123","1,207","1,112","2,319"
546300,ALAMANCE COMMUNITY COLLEGE              ,NC,27253-0000,Public       ,395,511,906,908,907,"1,815"
546400,RICHMOND COMMUNITY COLLEGE              ,NC,28345-4522,Public       ,108,270,378,253,529,782
575400,ROWAN-CABARRUS COMMUNITY COLLEGE        ,NC,28146-8357,Public       ,463,709,"1,172","1,090","1,214","2,304"
647700,CABARRUS COLLEGE OF HEALTH SCIENCES     ,NC,28025-0000,Private      ,90,301,391,280,510,790
648300,WATTS COLLEGE OF NURSING                ,NC,27704-0000,Private      ,27,67,94,67,115,182
679900,CRAVEN COMMUNITY COLLEGE                ,NC,28562-0000,Public       ,183,446,629,385,748,"1,133"
703100,PAMLICO COMMUNITY COLLEGE               ,NC,28529-0000,Public       ,18,40,58,45,67,112
764000,FAYETTEVILLE TECHNICAL CMTY COLLEGE     ,NC,28303-0236,Public       ,888,"2,356","3,244","1,801","4,107","5,908"
768700,JAMES SPRUNT COMMUNITY COLLEGE          ,NC,28349-0398,Public       ,122,159,281,254,290,544
789200,SAMPSON COMMUNITY COLLEGE               ,NC,28328-0000,Public       ,132,252,384,290,420,710
798500,SOUTH PIEDMONT COMMUNITY COLLEGE        ,NC,28135-9703,Public       ,228,248,476,575,501,"1,076"
798600,HALIFAX COMMUNITY COLLEGE               ,NC,27890-0089,Public       ,70,113,183,158,231,389
798700,BLADEN COMMUNITY COLLEGE                ,NC,28332-0266,Public       ,60,163,223,147,323,470
798800,MARTIN COMMUNITY COLLEGE                ,NC,27892-8307,Public       ,57,70,127,95,130,225
808100,CARTERET COMMUNITY COLLEGE              ,NC,28557-2989,Public       ,144,260,404,325,424,749
808200,CLEVELAND COMMUNITY COLLEGE             ,NC,28150-0000,Public       ,215,395,610,451,663,"1,114"
808300,HAYWOOD COMMUNITY COLLEGE               ,NC,28721-0000,Public       ,80,139,219,215,299,514
808500,MCDOWELL TECHNICAL COMMUNITY CLG        ,NC,28752-8728,Public       ,58,159,217,142,290,432
808700,MONTGOMERY COMMUNITY COLLEGE            ,NC,27371-0787,Public       ,67,100,167,146,193,339
846600,SOUTHWESTERN COMMUNITY COLLEGE          ,NC,28779-8581,Public       ,177,219,396,405,438,843
855700,NASH COMMUNITY COLLEGE                  ,NC,27804-0488,Public       ,223,340,563,510,594,"1,104"
855800,BEAUFORT COUNTY COMMUNITY COLLEGE       ,NC,27889-7889,Public       ,134,300,434,305,635,940
861200,ROBESON COMMUNITY COLLEGE               ,NC,28359-2151,Public       ,175,380,555,408,805,"1,213"
861300,ROANOKE-CHOWAN COMMUNITY COLLEGE        ,NC,27910-9522,Public       ,29,60,89,66,129,195
885500,EDGECOMBE COMMUNITY COLLEGE             ,NC,27886-9399,Public       ,123,345,468,273,726,999
933600,JOHNSTON COMMUNITY COLLEGE              ,NC,27577-0000,Public       ,434,461,895,955,797,"1,752"
943000,TRI-COUNTY COMMUNITY COLLEGE            ,NC,28906-7919,Public       ,55,74,129,125,150,275
964600,PIEDMONT COMMUNITY COLLEGE              ,NC,27573-1197,Public       ,64,122,186,181,303,484
968400,BLUE RIDGE COMMUNITY COLLEGE            ,NC,28731-9624,Public       ,201,333,534,490,572,"1,062"
974701,GORDON-CONWELL THEO SEM - CHARLOTTE     ,NC,28273-0000,Private      ,3,25,28,10,39,49
990300,VANCE-GRANVILLE CMTY COLLEGE            ,NC,27536-0917,Public       ,176,368,544,426,733,"1,159"
1019804,ECPI UNIVERSITY - GREENSBORO            ,NC,27409-9048,Proprietary  ,71,289,360,134,437,571
1019805,ECPI UNIVERSITY - CHARLOTTE             ,NC,28208-5886,Proprietary  ,77,453,530,188,715,903
1019810,ECPI UNIVERSITY - RALEIGH               ,NC,27613-7387,Proprietary  ,60,375,435,140,574,714
1119400,STANLY COMMUNITY COLLEGE                ,NC,28001-7458,Public       ,117,329,446,258,532,790
1119700,MAYLAND COMMUNITY COLLEGE               ,NC,28777-2777,Public       ,53,85,138,154,142,296
1179900,PAUL MITCHELL THE SCHOOL FAYETTEVILLE   ,NC,28303-5364,Proprietary  ,45,118,163,72,166,238
1192600,LEON'S BEAUTY SCHOOL                    ,NC,27403-2812,Proprietary  ,54,82,136,95,133,228
2056500,MITCHELL'S ACADEMY                      ,NC,27893-0000,Proprietary  ,12,28,40,31,50,81
2170700,BRUNSWICK COMMUNITY COLLEGE             ,NC,28422-0000,Public       ,194,186,380,357,337,694
2205000,COLLEGE OF WILMINGTON                   ,NC,28403-0000,Proprietary  ,68,124,192,170,171,341
2280900,MID-ATLANTIC CHRISTIAN UNIVERSITY       ,NC,27909-0000,Private      ,40,9,49,111,29,140
2306820,MILLER-MOTTE COLLEGE - FAYETTEVILLE     ,NC,28311-7651,Proprietary  ,23,195,218,36,294,330
2306821,MILLER-MOTTE COLLEGE - JACKSONVILLE     ,NC,28546-6921,Proprietary  ,16,111,127,26,175,201
2306823,MILLER-MOTTE COLLEGE - RALEIGH          ,NC,27604-3411,Proprietary  ,49,171,220,79,296,375
2306824,MILLER-MOTTE COLLEGE - WILMINGTON       ,NC,28405-3430,Proprietary  ,19,139,158,36,208,244
2560600,PINNACLE INSTITUTE OF COSMETOLOGY       ,NC,28115-8020,Proprietary  ,15,18,33,30,34,64
3009500,WINSTON-SALEM BARBER SCHOOL             ,NC,27107-0000,Proprietary  ,28,64,92,56,118,174
3089300,HERITAGE BIBLE COLLEGE                  ,NC,28335-0000,Private      ,2,16,18,2,32,34
3104200,CAROLINAS COLLEGE OF HEALTH SCIENCE     ,NC,28232-2861,Public       ,119,257,376,347,585,932
3109000,SCHOOL OF COMMUNICATION ARTS OF NORTH CA,NC,27614-7076,Proprietary  ,10,10,20,69,43,112
3109001,SCHOOL OF COMMUNICATION ARTS OF NC - LIV,NC,27262-0000,Proprietary  ,1,2,3,1,2,3
3361300,GWINNETT COLLEGE                        ,NC,27616-2811,Proprietary  ,13,84,97,21,123,144
3555300,SOUTHEASTERN COLLEGE                    ,NC,28217-0000,Proprietary  ,46,145,191,88,235,323
3570300,CAROLINA CHRISTIAN COLLEGE              ,NC,27105-3241,Private      ,25,43,68,56,70,126
3663300,HOOD THEOLOGICAL SEMINARY               ,NC,28144-5768,Private      ,0,36,36,0,55,55
3777300,PAUL MITCHELL THE SCHOOL GASTONIA       ,NC,28054-0464,Proprietary  ,36,73,109,63,120,183
3827300,CHARLOTTE CHRISTIAN COLLEGE AND THEOLOGI,NC,28227-1648,Private      ,8,50,58,22,75,97
4073300,JUNG TAO SCHOOL OF CLASSICAL CHINESE MED,NC,28679-9657,Private      ,0,26,26,0,30,30
4101300,CAROLINA SCHOOL OF BROADCASTING         ,NC,28214-8085,Proprietary  ,20,31,51,39,48,87
4120300,HEALTH AND STYLE INSTITUTE              ,NC,27407-4751,Proprietary  ,66,195,261,125,332,457
4124500,MYCOMPUTERCAREER                        ,NC,44082-0000,Proprietary  ,24,471,495,26,500,526
4129400,CENTER FOR MASSAGE & NATURAL HEALTH     ,NC,28801-8331,Proprietary  ,6,42,48,12,64,76
4140700,AVEDA INSTITUTE CHAPEL HILL             ,NC,27516-2559,Proprietary  ,70,115,185,136,205,341
4146400,DAOIST TRADITIONS COLLEGE OF CHINESE MED,NC,28801-1060,Proprietary  ,3,23,26,4,38,42
4154200,CAROLINA COLLEGE OF BIBLICAL STUDIES    ,NC,29303-5157,Private      ,8,54,62,14,98,112
4173000,SHEPHERDS THEOLOGICAL SEMINARY          ,NC,27518-9316,Private      ,1,12,13,3,17,20
4173700,MANNA UNIVERSITY                        ,NC,28314-2343,Private      ,9,57,66,16,80,96
4173801,ELEVATE SALON INSTITUTE                 ,NC,27701-0000,Proprietary  ,11,60,71,23,95,118
4178100,CAROLINA COLLEGE OF HAIR DESIGN         ,NC,28806-2711,Proprietary  ,14,24,38,24,42,66
4204700,PAUL MITCHELL THE SCHOOL RALEIGH        ,NC,27612-7358,Proprietary  ,44,78,122,81,140,221
4206500,MYCOMPUTERCAREER.COM                    ,NC,27606-3365,Proprietary  ,57,566,623,74,636,710
4206504,MYCOMPUTERCAREER - CHARLOTTE            ,NC,28273-0000,Proprietary  ,24,104,128,39,149,188
4219100,ALEXANDER PAUL INSTITUTE OF HAIR DESIGN ,NC,27858-3344,Proprietary  ,14,28,42,31,43,74
4227600,SHERRILL'S UNIVERSITY OF BARBER & COSMET,NC,27610-2431,Proprietary  ,11,28,39,21,49,70
